הזמנה,תאריך,סטטוס הזמנה,מס. לקוח,שם לקוח,סוג מכירה,תאור סוג מכירה,מס' סוכן,שם סוכן,לטיפול,"מק""ט",ת. אספקה,מחיר מינימום,תאור מוצר,"מחירון בסיס ש""ח","מחיר בתעודה ש""ח",מחירון בסיס USD,מחיר בתעודה USD,מחירון בסיס,מחיר בתעודה,מטבע שורה,כמות,"סה""כ ב-ש""ח","סה""כ ב-USD","סה""כ במטבע הזמנה","סה""כ אחרי הנחה",מטבע הזמנה,יתרה לאספקה,תשלום מראש,סגורה?,פרויקט,תאור פרויקט,מספר פעילות (WBS),מספר פעילות,שם פעילות,סטטוס שורת הזמנה,כ.ארוזה/דווח פנימי,מהדורת מוצר,מהדורת עץ מוצר
SO25001111,4/20/2025,מאושרת לבצוע,106130,"מוריה החברה לפיתוח ירושלים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,19000383,4/20/2025,0.00,מופה לצינור מרירון 3/4,0.00,0.86,0.00,0.23,0.00,0.86,"ש""ח",8,6.88,1.86,6.88,6.88,"ש""ח",0,,Y,PR25000003,מוריה,,0,,,0,,
SO25001111,4/20/2025,מאושרת לבצוע,106130,"מוריה החברה לפיתוח ירושלים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,19000602,4/20/2025,0.00,שלה דפיקה 20 דגם פיקס,0.00,0.30,0.00,0.08,0.00,0.30,"ש""ח",20,6.00,1.63,6.00,6.00,"ש""ח",0,,Y,PR25000003,מוריה,,0,,,0,,
SO25001111,4/20/2025,מאושרת לבצוע,106130,"מוריה החברה לפיתוח ירושלים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,17000026,4/20/2025,0.00,כבל טוויסטד 2X14  בילדין,0.00,6.30,0.00,1.71,0.00,6.30,"ש""ח",150,945.00,256.03,945.00,945.00,"ש""ח",0,,Y,PR25000003,מוריה,,0,,,0,,
SO25001112,4/20/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,38000006,4/20/2025,0.00,מגשר רשת 2 מ',0.00,3.40,0.00,0.92,0.00,3.40,"ש""ח",300,1020.00,276.35,1020.00,1020.00,"ש""ח",200,,,PR25000020,סנסורים,,0,,,0,,
SO25001112,4/20/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,17000164,4/20/2025,0.00,כבל פנדל 3X1.5,0.00,2.57,0.00,0.70,0.00,2.57,"ש""ח",300,771.00,208.89,771.00,771.00,"ש""ח",300,,,PR25000020,סנסורים,,0,,,0,,
SO25001112,4/20/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,25001010,4/20/2025,0.00,קולט ברק דגם A9L20500 1P+N 20KA (שניידר אלקטריק),0.00,155.01,0.00,42.00,0.00,155.01,"ש""ח",240,37202.40,10079.22,37202.40,37202.40,"ש""ח",240,,,PR25000020,סנסורים,,0,,,0,,
SO25001112,4/20/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,26000212,4/20/2025,0.00,כבל רשת 10 מטר,0.00,10.30,0.00,2.79,0.00,10.30,"ש""ח",100,1030.00,279.06,1030.00,1030.00,"ש""ח",50,,,PR25000020,סנסורים,,0,,,0,,
SO25001112,4/20/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,30000222,4/20/2025,0.00,נעל כבל צהוב  עגול 8 ממ',0.00,0.24,0.00,0.07,0.00,0.24,"ש""ח",200,48.00,13.00,48.00,48.00,"ש""ח",200,,,PR25000020,סנסורים,,0,,,0,,
SO25001112,4/20/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,26000078,4/20/2025,0.00,כבל רשת 1 מ' מסוכך (9729),0.00,2.50,0.00,0.68,0.00,2.50,"ש""ח",100,250.00,67.73,250.00,250.00,"ש""ח",0,,Y,PR25000020,סנסורים,,0,,,0,,
SO25001112,4/20/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,26000190,4/20/2025,0.00,כבל רשת 3 מ' מסוכך,0.00,4.00,0.00,1.08,0.00,4.00,"ש""ח",100,400.00,108.37,400.00,400.00,"ש""ח",90,,,PR25000020,סנסורים,,0,,,0,,
SO25001112,4/20/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,26000179,4/20/2025,0.00,"כבל רשת RG-45 אורך 50 ס""מ",0.00,2.40,0.00,0.65,0.00,2.40,"ש""ח",10,24.00,6.50,24.00,24.00,"ש""ח",0,,Y,PR25000020,סנסורים,,0,,,0,,
SO25001113,4/20/2025,בוצעה,106261,"החברה למשק וכלכלה של השלטון המקומי בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,28000033,4/20/2025,0.00,מצבר 12MVR65 65 AH,0.00,577.00,0.00,156.33,0.00,577.00,"ש""ח",1,577.00,156.33,577.00,577.00,"ש""ח",0,,Y,PR24000163,"משכ""ל - הרצליה",,0,,,0,,
SO25001113,4/20/2025,בוצעה,106261,"החברה למשק וכלכלה של השלטון המקומי בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,25001103,4/20/2025,0.00,מצבר 100AH 12MVR100,0.00,820.00,0.00,222.16,0.00,820.00,"ש""ח",1,820.00,222.16,820.00,820.00,"ש""ח",0,,Y,PR24000163,"משכ""ל - הרצליה",,0,,,0,,
SO25001113,4/20/2025,בוצעה,106261,"החברה למשק וכלכלה של השלטון המקומי בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,25000257,4/20/2025,0.00,"גוף תאורה ""לייזר לד"" 30 ס''מ 5000K 4W",0.00,26.00,0.00,7.04,0.00,26.00,"ש""ח",4,104.00,28.18,104.00,104.00,"ש""ח",0,,Y,PR24000163,"משכ""ל - הרצליה",,0,,,0,,
SO25001114,4/20/2025,בוצעה,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,A12000100,4/20/2025,0.00,מסגרת רקע לפנס לד דגם I - מתוקן,0.00,0.00,0.00,0.00,0.00,0.00,"ש""ח",15,0.00,0.00,0.00,0.00,"ש""ח",0,,Y,PR24000165,"נת""י - רמזורים",,0,,,0,,
SO25001114,4/20/2025,בוצעה,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,12000100,4/20/2025,0.00,מסגרת רקע לפנס לד דגם I,0.00,138.00,0.00,37.39,0.00,138.00,"ש""ח",5,690.00,186.94,690.00,690.00,"ש""ח",0,,Y,PR24000165,"נת""י - רמזורים",,0,,,0,,
SO25001115,4/20/2025,מאושרת לבצוע,106363,שפיר הנדסה פרויקט הרכבת הקלה בי-ם,001,רכש לפרויקט,,,אלכס גלפרין,A25000953,4/21/2025,0.00,אל פסק( UPS TOP 2000 (AON2000-2 - מתוקן,0.00,0.00,0.00,0.00,0.00,0.00,"ש""ח",3,0.00,0.00,0.00,0.00,"ש""ח",3,,,PR24000145,שפיר - JNET,,0,,,0,,
SO25001115,4/20/2025,מאושרת לבצוע,106363,שפיר הנדסה פרויקט הרכבת הקלה בי-ם,001,רכש לפרויקט,,,אלכס גלפרין,12000034,4/21/2025,0.00,"עדשה חלבית קוטר  41.5  ס""מ",0.00,58.00,0.00,15.71,0.00,58.00,"ש""ח",5,290.00,78.57,290.00,290.00,"ש""ח",0,,Y,PR24000145,שפיר - JNET,,0,,,0,,
SO25001116,4/20/2025,בוצעה,106132,"חברת נתיבי איילון בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,19000008,4/21/2025,0.00,תרסיס נגד חלודה   WD40,0.00,16.90,0.00,4.58,0.00,16.90,"ש""ח",2,33.80,9.16,33.80,33.80,"ש""ח",0,,Y,PR24000168,"נת""א - בת ים",,0,,,0,,
SO25001117,4/20/2025,מאושרת לבצוע,106363,שפיר הנדסה פרויקט הרכבת הקלה בי-ם,001,רכש לפרויקט,,,אלכס גלפרין,19000987,4/21/2025,0.00,בורג איסכורית ראש קודח 4 סמ',0.00,0.19,0.00,0.05,0.00,0.19,"ש""ח",200,38.00,10.30,38.00,38.00,"ש""ח",200,,,PR24000145,שפיר - JNET,,0,,,0,,
SO25001117,4/20/2025,מאושרת לבצוע,106363,שפיר הנדסה פרויקט הרכבת הקלה בי-ם,001,רכש לפרויקט,,,אלכס גלפרין,19000080,4/21/2025,0.00,בורג הדוק מצופה  5/16X50,0.00,0.19,0.00,0.05,0.00,0.19,"ש""ח",100,19.00,5.15,19.00,19.00,"ש""ח",100,,,PR24000145,שפיר - JNET,,0,,,0,,
SO25001118,4/20/2025,בוצעה,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,20000183,4/21/2025,0.00,מפתח לתא שוטר,0.00,12.80,0.00,3.47,0.00,12.80,"ש""ח",10,128.00,34.68,128.00,128.00,"ש""ח",0,,Y,PR24000165,"נת""י - רמזורים",,0,,,0,,
SO25001119,4/21/2025,מאושרת לבצוע,106312,"ס.פ.י. פתרונות חניה 2014 בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,22002589,4/21/2025,0.00,מצלמת כיפה 2 מגה חיצוני BSSNDE-3703-AL,0.00,1307.76,0.00,354.21,0.00,307.00,EUR,4,5155.39,1396.37,5155.39,5155.39,"ש""ח",4,,,PR25000023,חניוני אופניים - רכבת ישראל,,0,,,0,,
SO25001119,4/21/2025,מאושרת לבצוע,106312,"ס.פ.י. פתרונות חניה 2014 בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,36000148,4/21/2025,0.00,DIVAR network 2000 16IP+2TB DIP4420IG00N,0.00,7678.29,0.00,2079.71,0.00,1802.50,EUR,1,7567.26,2049.64,7567.26,7567.26,"ש""ח",1,,,PR25000023,חניוני אופניים - רכבת ישראל,,0,,,0,,
SO25001119,4/21/2025,מאושרת לבצוע,106312,"ס.פ.י. פתרונות חניה 2014 בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,22002590,4/21/2025,0.00,קופסא אחורית למצלמת כיפה BSSNDA-U-PSMB,0.00,91.59,0.00,24.81,0.00,21.50,EUR,8,722.09,195.58,722.09,722.09,"ש""ח",8,,,PR25000023,חניוני אופניים - רכבת ישראל,,0,,,0,,
SO25001120,4/21/2025,בוצעה,106312,"ס.פ.י. פתרונות חניה 2014 בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,34000166,4/21/2025,0.00,שק בטון מוכן התייבשות מהירה 25 ק''ג,0.00,25.50,0.00,6.91,0.00,25.50,"ש""ח",12,306.00,82.88,306.00,306.00,"ש""ח",0,,Y,PR25000023,חניוני אופניים - רכבת ישראל,,0,,,0,,
SO25001120,4/21/2025,בוצעה,106312,"ס.פ.י. פתרונות חניה 2014 בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,19000006,4/21/2025,0.00,"דיסק חיתוך ""4.1/2 ברזל דק",0.00,3.10,0.00,0.84,0.00,3.10,"ש""ח",10,31.00,8.40,31.00,31.00,"ש""ח",0,,Y,PR25000023,חניוני אופניים - רכבת ישראל,,0,,,0,,
SO25001121,4/21/2025,בוצעה,106142,מכון ויצמן למדע,001,רכש לפרויקט,,,אלכס גלפרין,26000896,4/21/2025,0.00,דיסק קשיח HD 8TB (3.5''),0.00,949.00,0.00,257.04,0.00,949.00,"ש""ח",1,949.00,257.04,949.00,949.00,"ש""ח",0,,Y,PR24000090,מכון ויצמן למדע-רחובות,,0,,,0,,
SO25001122,4/21/2025,מאושרת לבצוע,106005,עיריית ירושלים,001,רכש לפרויקט,,,אלכס גלפרין,26000999,4/21/2025,0.00,מודם סלולרי GTLE910-EU1 4G,0.00,664.38,0.00,179.95,0.00,664.38,"ש""ח",3,1993.14,539.85,1993.14,1993.14,"ש""ח",3,,,PR24000171,ע.ירושלים - בקרת כניסה (מחסומים),,0,,,0,,
SO25001123,4/21/2025,מאושרת לבצוע,106015,אוניברסיטת בן גוריון בנגב,001,רכש לפרויקט,,,אלכס גלפרין,22002345,4/21/2025,0.00,"מחסום NIGHT&DAY.3 מק""ט 320000 1.7 ש' RAL 9006",0.00,4761.92,0.00,1289.79,0.00,4761.92,"ש""ח",1,4761.92,1289.79,4761.92,4761.92,"ש""ח",1,,,PR24000089,"אוניברסיטת בן גוריון-ב""ש",,0,,,0,,
SO25001123,4/21/2025,מאושרת לבצוע,106015,אוניברסיטת בן גוריון בנגב,001,רכש לפרויקט,,,אלכס גלפרין,22000222,4/21/2025,0.00,"BL-SMALL 30 מק""ט 323101(זרוע 3 מ')",0.00,337.32,0.00,91.37,0.00,337.32,"ש""ח",1,337.32,91.37,337.32,337.32,"ש""ח",1,,,PR24000089,"אוניברסיטת בן גוריון-ב""ש",,0,,,0,,
SO25001123,4/21/2025,מאושרת לבצוע,106015,אוניברסיטת בן גוריון בנגב,001,רכש לפרויקט,,,אלכס גלפרין,22001026,4/21/2025,0.00,LIGHT 3 R/G P120077 00001,0.00,542.11,0.00,146.83,0.00,542.11,"ש""ח",1,542.11,146.83,542.11,542.11,"ש""ח",1,,,PR24000089,"אוניברסיטת בן גוריון-ב""ש",,0,,,0,,
SO25001123,4/21/2025,מאושרת לבצוע,106015,אוניברסיטת בן גוריון בנגב,001,רכש לפרויקט,,,אלכס גלפרין,22000274,4/21/2025,0.00,"Kit – gom 3 מק""ט P120053 00001(גומי למחסום)",0.00,52.10,0.00,14.11,0.00,52.10,"ש""ח",1,52.10,14.11,52.10,52.10,"ש""ח",1,,,PR24000089,"אוניברסיטת בן גוריון-ב""ש",,0,,,0,,
SO25001123,4/21/2025,מאושרת לבצוע,106015,אוניברסיטת בן גוריון בנגב,001,רכש לפרויקט,,,אלכס גלפרין,22001245,4/21/2025,0.00,PS LIGHT P120083,0.00,168.67,0.00,45.69,0.00,168.67,"ש""ח",1,168.67,45.69,168.67,168.67,"ש""ח",1,,,PR24000089,"אוניברסיטת בן גוריון-ב""ש",,0,,,0,,
SO25001123,4/21/2025,מאושרת לבצוע,106015,אוניברסיטת בן גוריון בנגב,001,רכש לפרויקט,,,אלכס גלפרין,22001138,4/21/2025,0.00,KIT-PB BL-SMALL N3/5-XT5-SPEED P120043 00001,0.00,406.66,0.00,110.15,0.00,406.66,"ש""ח",1,406.66,110.15,406.66,406.66,"ש""ח",1,,,PR24000089,"אוניברסיטת בן גוריון-ב""ש",,0,,,0,,
SO25001124,4/21/2025,בוצעה,106005,עיריית ירושלים,001,רכש לפרויקט,,,אלכס גלפרין,22002567,4/21/2025,0.00,I271409 60001 KIT MOTORIDUTTORE + BASAMENTO DKN7,0.00,2369.70,0.00,641.85,0.00,2369.70,"ש""ח",6,14218.20,3851.08,14218.20,14218.20,"ש""ח",0,,Y,PR24000171,ע.ירושלים - בקרת כניסה (מחסומים),,0,,,0,,
SO25001124,4/21/2025,בוצעה,106005,עיריית ירושלים,001,רכש לפרויקט,,,אלכס גלפרין,22002724,4/21/2025,0.00,KIT HYDRAULIC UNIT GR STEM 10MM I271439 60001,0.00,2855.87,0.00,773.53,0.00,2855.87,"ש""ח",3,8567.61,2320.59,8567.61,8567.61,"ש""ח",0,,Y,PR24000171,ע.ירושלים - בקרת כניסה (מחסומים),,0,,,0,,
SO25001124,4/21/2025,בוצעה,106005,עיריית ירושלים,001,רכש לפרויקט,,,אלכס גלפרין,22002730,4/21/2025,0.00,KIT PRESSURE SWITH NC 32BAR GR I671533 60001,0.00,159.00,0.00,43.07,0.00,159.00,"ש""ח",4,636.00,172.26,636.00,636.00,"ש""ח",0,,Y,PR24000171,ע.ירושלים - בקרת כניסה (מחסומים),,0,,,0,,
SO25001125,4/21/2025,מאושרת לבצוע,106259,"החברה הכלכלית לפיתוח באר שבע בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,14000392,4/21/2025,0.00,"שוט כפול ""4  3.5X3.5  T בצבע RAL 7024",0.00,0.00,0.00,0.00,0.00,0.00,"ש""ח",1,0.00,0.00,0.00,0.00,"ש""ח",1,,,PR25000055,רגר שלב ג,,0,,,0,,
SO25001126,4/21/2025,מאושרת לבצוע,106363,שפיר הנדסה פרויקט הרכבת הקלה בי-ם,001,רכש לפרויקט,,,אלכס גלפרין,12000034,4/23/2025,0.00,"עדשה חלבית קוטר  41.5  ס""מ",0.00,58.00,0.00,15.71,0.00,58.00,"ש""ח",10,580.00,157.10,580.00,580.00,"ש""ח",0,,Y,PR24000145,שפיר - JNET,,0,,,0,,
SO25001126,4/21/2025,מאושרת לבצוע,106363,שפיר הנדסה פרויקט הרכבת הקלה בי-ם,001,רכש לפרויקט,,,אלכס גלפרין,19000144,4/23/2025,0.00,צבע סילבסטר 600-001  גלון טמבור,0.00,179.01,0.00,48.49,0.00,179.01,"ש""ח",10,1790.10,484.86,1790.10,1790.10,"ש""ח",0,,Y,PR24000145,שפיר - JNET,,0,,,0,,
SO25001126,4/21/2025,מאושרת לבצוע,106363,שפיר הנדסה פרויקט הרכבת הקלה בי-ם,001,רכש לפרויקט,,,אלכס גלפרין,19000263,4/23/2025,0.00,מדלל 32 סינטטי 18 ליטר -שמר,0.00,140.01,0.00,37.92,0.00,140.01,"ש""ח",1,140.01,37.92,140.01,140.01,"ש""ח",0,,Y,PR24000145,שפיר - JNET,,0,,,0,,
SO25001126,4/21/2025,מאושרת לבצוע,106363,שפיר הנדסה פרויקט הרכבת הקלה בי-ם,001,רכש לפרויקט,,,אלכס גלפרין,20000225,4/23/2025,0.00,"מברשת צבע ""4 (3000)",0.00,11.00,0.00,2.98,0.00,11.00,"ש""ח",10,110.00,29.79,110.00,110.00,"ש""ח",0,,Y,PR24000145,שפיר - JNET,,0,,,0,,
SO25001126,4/21/2025,מאושרת לבצוע,106363,שפיר הנדסה פרויקט הרכבת הקלה בי-ם,001,רכש לפרויקט,,,אלכס גלפרין,17000010,4/23/2025,0.00,14X1.5+1X2.5+1X4 כבל,0.00,19.47,0.00,5.27,0.00,19.47,"ש""ח",100,1947.00,527.36,1947.00,1947.00,"ש""ח",100,,,PR24000145,שפיר - JNET,,0,,,0,,
SO25001126,4/21/2025,מאושרת לבצוע,106363,שפיר הנדסה פרויקט הרכבת הקלה בי-ם,001,רכש לפרויקט,,,אלכס גלפרין,17000009,4/23/2025,0.00,22X1.5+1X2.5+1X4 כבל,0.00,27.97,0.00,7.58,0.00,27.97,"ש""ח",150,4195.50,1136.38,4195.50,4195.50,"ש""ח",150,,,PR24000145,שפיר - JNET,,0,,,0,,
SO25001127,4/21/2025,מאושרת לבצוע,106130,"מוריה החברה לפיתוח ירושלים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,38000006,4/21/2025,0.00,מגשר רשת 2 מ',0.00,3.40,0.00,0.92,0.00,3.40,"ש""ח",20,68.00,18.42,68.00,68.00,"ש""ח",20,,,PR25000003,מוריה,,0,,,0,,
SO25001127,4/21/2025,מאושרת לבצוע,106130,"מוריה החברה לפיתוח ירושלים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,17000059,4/21/2025,0.00,כבל CAT-7 חיצוני (OUTDOOR),0.00,2.40,0.00,0.65,0.00,2.40,"ש""ח",100,240.00,65.01,240.00,240.00,"ש""ח",100,,,PR25000003,מוריה,,0,,,0,,
SO25001127,4/21/2025,מאושרת לבצוע,106130,"מוריה החברה לפיתוח ירושלים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,22002588,4/21/2025,0.00,קורא ברקוד Magellan 1500i OEM,0.00,0.00,0.00,0.00,0.00,0.00,"ש""ח",1,0.00,0.00,0.00,0.00,"ש""ח",1,,,PR25000003,מוריה,,0,,,0,,
SO25001127,4/21/2025,מאושרת לבצוע,106130,"מוריה החברה לפיתוח ירושלים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,26000335,4/21/2025,0.00,מעגל בקר תצוגה גרפית/דגם REV-1/דגם AW24064 ללא TIBO,0.00,319.00,0.00,86.40,0.00,319.00,"ש""ח",1,319.00,86.40,319.00,319.00,"ש""ח",1,,,PR25000003,מוריה,,0,,,0,,
SO25001127,4/21/2025,מאושרת לבצוע,106130,"מוריה החברה לפיתוח ירושלים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,24000903,4/21/2025,0.00,תצוגה גרפית דגם-WG24064A-TMI-VZ# BLUE,0.00,234.38,0.00,63.48,0.00,234.38,"ש""ח",1,234.38,63.48,234.38,234.38,"ש""ח",1,,,PR25000003,מוריה,,0,,,0,,
SO25001127,4/21/2025,מאושרת לבצוע,106130,"מוריה החברה לפיתוח ירושלים בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,26000159,4/21/2025,0.00,מודול המרה לאנטרנט (TIBO),0.00,370.00,0.00,100.22,0.00,370.00,"ש""ח",1,370.00,100.22,370.00,370.00,"ש""ח",1,,,PR25000003,מוריה,,0,,,0,,
SO25001128,4/22/2025,מאושרת לבצוע,106312,"ס.פ.י. פתרונות חניה 2014 בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,34000166,4/22/2025,0.00,שק בטון מוכן התייבשות מהירה 25 ק''ג,0.00,25.50,0.00,6.85,0.00,25.50,"ש""ח",12,306.00,82.26,306.00,306.00,"ש""ח",12,,,PR25000023,חניוני אופניים - רכבת ישראל,,0,,,0,,
SO25001128,4/22/2025,מאושרת לבצוע,106312,"ס.פ.י. פתרונות חניה 2014 בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,19000006,4/22/2025,0.00,"דיסק חיתוך ""4.1/2 ברזל דק",0.00,3.10,0.00,0.83,0.00,3.10,"ש""ח",10,31.00,8.33,31.00,31.00,"ש""ח",10,,,PR25000023,חניוני אופניים - רכבת ישראל,,0,,,0,,
SO25001129,4/22/2025,בוצעה,106020,עיריית תל אביב,001,רכש לפרויקט,,,אלכס גלפרין,14000074,4/22/2025,0.00,"שוט כפול ""4  3.5X3.5  T",0.00,1150.00,0.00,309.14,0.00,1150.00,"ש""ח",1,1150.00,309.14,1150.00,1150.00,"ש""ח",0,,Y,PR24000142,עיריית תל אביב,,0,,,0,,
SO25001130,4/22/2025,מאושרת לבצוע,106082,עיריית באר שבע,001,רכש לפרויקט,,,אלכס גלפרין,A12000113,4/22/2025,0.00,פנס תנועה LED (1133301) 230V 3X300 - מתוקן,0.00,0.00,0.00,0.00,0.00,0.00,"ש""ח",3,0.00,0.00,0.00,0.00,"ש""ח",2,,Y,PR24000141,עיריית באר שבע - אחזקת רמזורים,,0,,,0,,
SO25001130,4/22/2025,מאושרת לבצוע,106082,עיריית באר שבע,001,רכש לפרויקט,,,אלכס גלפרין,A12000100,4/22/2025,0.00,מסגרת רקע לפנס לד דגם I - מתוקן,0.00,0.00,0.00,0.00,0.00,0.00,"ש""ח",3,0.00,0.00,0.00,0.00,"ש""ח",3,,Y,PR24000141,עיריית באר שבע - אחזקת רמזורים,,0,,,0,,
SO25001130,4/22/2025,מאושרת לבצוע,106082,עיריית באר שבע,001,רכש לפרויקט,,,אלכס גלפרין,A12000114,4/22/2025,0.00,פנס הולך רגל (1122309) LED 230V 2X200 - מתוקן,0.00,0.00,0.00,0.00,0.00,0.00,"ש""ח",6,0.00,0.00,0.00,0.00,"ש""ח",6,,Y,PR24000141,עיריית באר שבע - אחזקת רמזורים,,0,,,0,,
SO25001130,4/22/2025,מאושרת לבצוע,106082,עיריית באר שבע,001,רכש לפרויקט,,,אלכס גלפרין,14000034,4/22/2025,0.00,עמוד תנועה 4.4 מ' - סטנדר,0.00,640.00,0.00,172.04,0.00,640.00,"ש""ח",3,1920.00,516.13,1920.00,1920.00,"ש""ח",0,,Y,PR24000141,עיריית באר שבע - אחזקת רמזורים,,0,,,0,,
SO25001130,4/22/2025,מאושרת לבצוע,106082,עיריית באר שבע,001,רכש לפרויקט,,,אלכס גלפרין,14000029,4/22/2025,0.00,עמוד גבוה 5.80 מ'-סטנדרט',0.00,895.00,0.00,240.59,0.00,895.00,"ש""ח",1,895.00,240.59,895.00,895.00,"ש""ח",0,,Y,PR24000141,עיריית באר שבע - אחזקת רמזורים,,0,,,0,,
SO25001130,4/22/2025,מאושרת לבצוע,106082,עיריית באר שבע,001,רכש לפרויקט,,,אלכס גלפרין,33000040,4/22/2025,0.00,"תקתקן אקוסטי 220V דגם ""מנורה""",0.00,1450.00,0.00,389.78,0.00,1450.00,"ש""ח",5,7250.00,1948.92,7250.00,7250.00,"ש""ח",1,,,PR24000141,עיריית באר שבע - אחזקת רמזורים,,0,,,0,,
SO25001130,4/22/2025,מאושרת לבצוע,106082,עיריית באר שבע,001,רכש לפרויקט,,,אלכס גלפרין,13000019,4/22/2025,0.00,שלט ללחצן ה.רגל א44-(דו צדדי),0.00,102.00,0.00,27.42,0.00,102.00,"ש""ח",1,102.00,27.42,102.00,102.00,"ש""ח",0,,Y,PR24000141,עיריית באר שבע - אחזקת רמזורים,,0,,,0,,
SO25001130,4/22/2025,מאושרת לבצוע,106082,עיריית באר שבע,001,רכש לפרויקט,,,אלכס גלפרין,12000115,4/22/2025,0.00,פנס מהבהב (1113313) LED 230V 1X300,0.00,350.61,0.00,94.25,0.00,350.61,"ש""ח",1,350.61,94.25,350.61,350.61,"ש""ח",0,,Y,PR24000141,עיריית באר שבע - אחזקת רמזורים,,0,,,0,,
SO25001130,4/22/2025,מאושרת לבצוע,106082,עיריית באר שבע,001,רכש לפרויקט,,,אלכס גלפרין,A12000117,4/22/2025,0.00,שלט כיוון תאורת LED 220V +עדשה קומפלט - מתוקן,0.00,0.00,0.00,0.00,0.00,0.00,"ש""ח",4,0.00,0.00,0.00,0.00,"ש""ח",4,,Y,PR24000141,עיריית באר שבע - אחזקת רמזורים,,0,,,0,,
SO25001130,4/22/2025,מאושרת לבצוע,106082,עיריית באר שבע,001,רכש לפרויקט,,,אלכס גלפרין,14000259,4/22/2025,0.00,עמוד תקתקן עם דלת 1.50 מ' 4'',0.00,255.00,0.00,68.55,0.00,255.00,"ש""ח",4,1020.00,274.19,1020.00,1020.00,"ש""ח",0,,Y,PR24000141,עיריית באר שבע - אחזקת רמזורים,,0,,,0,,
SO25001130,4/22/2025,מאושרת לבצוע,106082,עיריית באר שבע,001,רכש לפרויקט,,,אלכס גלפרין,34000166,4/22/2025,0.00,שק בטון מוכן התייבשות מהירה 25 ק''ג,0.00,25.50,0.00,6.85,0.00,25.50,"ש""ח",10,255.00,68.55,255.00,255.00,"ש""ח",0,,Y,PR24000141,עיריית באר שבע - אחזקת רמזורים,,0,,,0,,
SO25001131,4/22/2025,מאושרת לבצוע,106154,"נתיבי ישראל החברה הלאומית לתשתיות תחבורה בע""מ",001,רכש לפרויקט,,,אלכס גלפרין,A12000113,4/24/2025,0.00,פנס תנועה LED (1133301) 230V 3X300 - מתוקן,0.00,0.00,0.00,0.00,0.00,0.00,"ש""ח",5,0.00,0.00,0.00,0.00,"ש""ח",0,,Y,PR24000165,"נת""י - רמזורים",,0,,,0,,
