מס' ספק,שם ספק,הזמנה,תאריך,מק'ט,תאור מוצר,ת. אספקה,כמות,יח',מחיר סופי,מטבע,מחיר סופי בשקלים
2030526,חגי ירון,PO25000808,4/9/2025,26000077,תיק למחשב נייד,4/9/2025,1,יח',48.00,"ש""ח",48.00
2030526,חגי ירון,PO25000836,4/15/2025,20000984,משחזת זווית נטענת מקיטה  4.1/2,4/15/2025,1,יח',1350.00,"ש""ח",1350.00
2030526,חגי ירון,PO25000836,4/15/2025,19000608,תרסיס זפת,4/15/2025,30,יח',435.00,"ש""ח",435.00
2030526,חגי ירון,PO25000850,4/15/2025,22001375,סוללה מדגם ER14505 מתח 3.6V,4/15/2025,15,יח',480.00,"ש""ח",480.00
2030526,חגי ירון,PO25000860,4/17/2025,19000608,תרסיס זפת,4/17/2025,30,יח',435.00,"ש""ח",435.00
2030526,חגי ירון,PO25000927,4/26/2025,26000880,סרט דיו פי טאץ' 12 מ''מ TZ231 שחור/לבן למדפסת BROTHER,4/26/2025,10,יח',790.00,"ש""ח",790.00
2030526,חגי ירון,PO25000927,4/26/2025,26001096,מדפסת מדבקות פי טאצ' BROTHER 110,4/26/2025,1,יח',210.00,"ש""ח",210.00
2030526,חגי ירון,PO25000940,4/27/2025,20000494,קטר תוכי מבודד 1000V SIGNET,5/1/2025,5,יח',295.00,"ש""ח",295.00
2030526,חגי ירון,PO25000945,4/27/2025,25001354,ספק כח DRS-240-12,4/27/2025,200,יח',93912.00,"ש""ח",93912.00
2030526,חגי ירון,PO25000949,4/28/2025,20000739,מלחם FX888,4/28/2025,1,יח',720.00,"ש""ח",720.00
2030526,חגי ירון,PO25000962,4/29/2025,28000042,מצבר DHB12-40 DAHUA,4/29/2025,26,יח',7254.00,"ש""ח",7254.00
2030526,חגי ירון,PO25000988,5/5/2025,19000095,AAA 1.5V סוללה,5/5/2025,60,יח',97.80,"ש""ח",97.80
2030526,חגי ירון,PO25000995,5/6/2025,20000155,מקלף צד ג'וגר,5/6/2025,3,יח',135.00,"ש""ח",135.00
2030526,חגי ירון,PO25000995,5/6/2025,20000155,מקלף צד ג'וגר,5/6/2025,2,יח',90.00,"ש""ח",90.00
2030526,חגי ירון,PO25001030,5/8/2025,19000022,"סרט בידוד רוחב ""2 שחור",5/8/2025,1,יח',5.90,"ש""ח",5.90
2030526,חגי ירון,PO25001039,5/8/2025,26000077,תיק למחשב נייד,5/8/2025,6,יח',288.00,"ש""ח",288.00
2030526,חגי ירון,PO25001051,5/12/2025,19000134,קצף פוליאוריטן,5/12/2025,12,יח',144.00,"ש""ח",144.00
2030526,חגי ירון,PO25001063,5/13/2025,20000908,רב מודד פלוק 107 (FLU107),5/13/2025,1,יח',440.00,"ש""ח",440.00
2030526,חגי ירון,PO25001063,5/13/2025,20000294,"ביט פיליפס 15 ס""מ",5/13/2025,5,יח',75.00,"ש""ח",75.00
2030526,חגי ירון,PO25001063,5/13/2025,20000291,ביט  פיליפס אורך 100 ממ',5/13/2025,3,יח',45.00,"ש""ח",45.00
2030526,חגי ירון,PO25001063,5/13/2025,20000822,"מברג שטוח 3 מ""מ מבודד",5/13/2025,5,יח',80.00,"ש""ח",80.00
2030526,חגי ירון,PO25001063,5/13/2025,20000438,סט מברגי שען (6 יח) T.W,5/13/2025,1,יח',45.00,"ש""ח",45.00
2030526,חגי ירון,PO25001080,5/13/2025,20000137,לוחץ נעלי כבל LS-38,5/13/2025,1,יח',99.00,"ש""ח",99.00
2030526,חגי ירון,PO25001080,5/13/2025,20000747,"לוחץ נעלי כבל עד 6 מ""מ",5/13/2025,1,יח',75.00,"ש""ח",75.00
2030526,חגי ירון,PO25001081,5/13/2025,19000120,פרובים למכשיר מדידה(פלוק),5/13/2025,5,יח',375.00,"ש""ח",375.00
2030526,חגי ירון,PO25001138,5/19/2025,11000138,ספק כח HDR-30-24,5/19/2025,150,יח',5589.68,"ש""ח",5589.68
2030526,חגי ירון,PO25001138,5/19/2025,11000139,ספק כח HDR-100-24N,5/19/2025,150,יח',11259.20,"ש""ח",11259.20
2030526,חגי ירון,PO25001144,5/20/2025,25000143,נורת פלורסנט  20W/ 54,5/20/2025,100,יח',1700.00,"ש""ח",1700.00
2030526,חגי ירון,PO25001154,5/21/2025,25000143,נורת פלורסנט  20W/ 54,5/21/2025,100,יח',1700.00,"ש""ח",1700.00
2030526,חגי ירון,PO25001171,5/25/2025,26000880,סרט דיו פי טאץ' 12 מ''מ TZ231 שחור/לבן למדפסת BROTHER,5/25/2025,10,יח',845.30,"ש""ח",845.30
2030526,חגי ירון,PO25001179,5/25/2025,20000875,מברגה אימפקט מקיטה 1.5AH 18V MK-DTD146RFE,5/25/2025,2,יח',1840.00,"ש""ח",1840.00
2030526,חגי ירון,PO25001179,5/25/2025,20000986,מפוח מקצועי 18V גוף בלבד MAKITA,5/25/2025,2,יח',660.00,"ש""ח",660.00
2030526,חגי ירון,PO25001179,5/25/2025,20000977,משחזת זווית נטענת מקיטה 5'' 18V (גוף בלבד),5/25/2025,2,יח',1220.00,"ש""ח",1220.00
2030526,חגי ירון,PO25001179,5/25/2025,28000000,פנס מהבהב על רכב,5/25/2025,2,יח',238.00,"ש""ח",238.00
2030526,חגי ירון,PO25001179,5/25/2025,20000506,פנס ראש,5/25/2025,2,יח',44.00,"ש""ח",44.00
2030526,חגי ירון,PO25001179,5/25/2025,20000184,ארגז כלים 19'' משולב פלסטיק/נירוסטה JF-3,5/25/2025,2,יח',188.00,"ש""ח",188.00
2030526,חגי ירון,PO25001179,5/25/2025,20000495,סט מפתחות פ/ר 8-24,5/25/2025,2,יח',220.00,"ש""ח",220.00
2030526,חגי ירון,PO25001179,5/25/2025,20000118,"איזמל שטוח עם מגן 30 ס""מ",5/25/2025,2,יח',90.00,"ש""ח",90.00
2030526,חגי ירון,PO25001179,5/25/2025,20000828,פוטר למברגה מתכתי לאימפקט,5/25/2025,2,יח',278.00,"ש""ח",278.00
2030526,חגי ירון,PO25001179,5/25/2025,20000058,"סט מפתחות אלן אינצ'י אולר ""3/32 - ""3/8",5/25/2025,2,יח',76.00,"ש""ח",76.00
2030526,חגי ירון,PO25001179,5/25/2025,20000154,מקדח מדורג 4-30 לאימפקט,5/25/2025,2,יח',150.00,"ש""ח",150.00
2030526,חגי ירון,PO25001179,5/25/2025,20000494,קטר תוכי מבודד 1000V SIGNET,5/25/2025,2,יח',118.00,"ש""ח",118.00
2030526,חגי ירון,PO25001179,5/25/2025,20000561,פלס מיים 30 סמ' מגנטי,5/25/2025,2,יח',48.00,"ש""ח",48.00
2030526,חגי ירון,PO25001179,5/25/2025,20000642,"מטר 5 מטר סטנלי 19מ""מ",5/25/2025,2,יח',88.00,"ש""ח",88.00
2030526,חגי ירון,PO25001179,5/25/2025,20000060,אקדח הזרקה לשפופרות -RTV,5/25/2025,2,יח',52.00,"ש""ח",52.00
2030526,חגי ירון,PO25001179,5/25/2025,20000293,סט בוקסות 3/8 ממ' (אריזת פח),5/25/2025,2,יח',300.00,"ש""ח",300.00
2030526,חגי ירון,PO25001179,5/25/2025,20000028,פטיש 1000 גרם,5/25/2025,2,יח',46.00,"ש""ח",46.00
2030526,חגי ירון,PO25001179,5/25/2025,20000102,פלייר פטנט R7,5/25/2025,2,יח',52.00,"ש""ח",52.00
2030526,חגי ירון,PO25001179,5/25/2025,20000155,מקלף צד ג'וגר,5/25/2025,2,יח',120.00,"ש""ח",120.00
2030526,חגי ירון,PO25001179,5/25/2025,19000152,נועץ קרונה,5/25/2025,2,יח',56.00,"ש""ח",56.00
2030526,חגי ירון,PO25001179,5/25/2025,20000231,סכין יפנית רחב,5/25/2025,2,יח',29.80,"ש""ח",29.80
2030526,חגי ירון,PO25001179,5/25/2025,20000490,להב לסכין יפני רחב,5/25/2025,2,יח',28.00,"ש""ח",28.00
2030526,חגי ירון,PO25001179,5/25/2025,20000563,מפתח T בוקסה 10 מ''מ,5/25/2025,2,יח',40.00,"ש""ח",40.00
2030526,חגי ירון,PO25001179,5/25/2025,20000306,מפתח T בוקסה 11 מ''מ,5/25/2025,2,יח',40.00,"ש""ח",40.00
2030526,חגי ירון,PO25001179,5/25/2025,20000429,"מפתח T בוקסה 13 מ""מ",5/25/2025,2,יח',40.00,"ש""ח",40.00
2030526,חגי ירון,PO25001179,5/25/2025,20000081,מפתח T בוקסה 14 מ''מ,5/25/2025,2,יח',48.00,"ש""ח",48.00
2030526,חגי ירון,PO25001179,5/25/2025,20000185,סט מברג מבודד,5/25/2025,2,יח',118.00,"ש""ח",118.00
2030526,חגי ירון,PO25001179,5/25/2025,20000991,סט ביטים למברגה,5/25/2025,2,יח',138.00,"ש""ח",138.00
2030526,חגי ירון,PO25001179,5/25/2025,19000332,ביט איסכורית ארוך,5/25/2025,2,יח',42.00,"ש""ח",42.00
2030526,חגי ירון,PO25001179,5/25/2025,20000833,ארגונית ברגים,5/25/2025,2,יח',80.00,"ש""ח",80.00
2030526,חגי ירון,PO25001179,5/25/2025,20000518,משקפי מגן פולי קרבונט,5/25/2025,2,יח',16.00,"ש""ח",16.00
2030526,חגי ירון,PO25001179,5/25/2025,20000116,"פלייר שפיץ ""6 מבודד סיגנט",5/25/2025,2,יח',160.00,"ש""ח",160.00
2030526,חגי ירון,PO25001179,5/25/2025,20000569,סט מקדחים 5-10,5/25/2025,2,יח',70.00,"ש""ח",70.00
2030526,חגי ירון,PO25001179,5/25/2025,20000037,"פלייר מבודד ""7 סיגנט",5/25/2025,2,יח',160.00,"ש""ח",160.00
2030526,חגי ירון,PO25001179,5/25/2025,20000304,סולם אלומ' טלסקופי 4X4 מקצועי,5/25/2025,2,יח',1340.18,"ש""ח",1340.18
2030526,חגי ירון,PO25001186,5/25/2025,24000509,פיוז 2.5A  SB  (20X5,5/25/2025,5000,יח',4100.00,"ש""ח",4100.00
2030526,חגי ירון,PO25001188,5/26/2025,19000034,סיליקון שקוף RTV-בטייוב,5/26/2025,24,יח',162.48,"ש""ח",162.48
2030526,חגי ירון,PO25001193,5/26/2025,19000608,תרסיס זפת,5/26/2025,42,יח',525.00,"ש""ח",525.00
2030526,חגי ירון,PO25001231,5/27/2025,19000608,תרסיס זפת,5/27/2025,60,יח',750.00,"ש""ח",750.00
2030526,חגי ירון,PO25001239,5/28/2025,19000608,תרסיס זפת,5/28/2025,30,יח',375.00,"ש""ח",375.00
2030526,חגי ירון,PO25001244,5/28/2025,20000154,מקדח מדורג 4-30 לאימפקט,5/28/2025,2,יח',150.00,"ש""ח",150.00
2030526,חגי ירון,PO25001244,5/28/2025,25000984,גוף תאורה אמריקאי 2/58W,5/28/2025,10,יח',689.70,"ש""ח",689.70
2030526,חגי ירון,PO25001244,5/28/2025,19000608,תרסיס זפת,5/28/2025,10,יח',125.00,"ש""ח",125.00
2030526,חגי ירון,PO25001244,5/28/2025,20000304,סולם אלומ' טלסקופי 4X4 מקצועי,5/28/2025,1,יח',670.09,"ש""ח",670.09
2030526,חגי ירון,PO25001256,5/29/2025,20000154,מקדח מדורג 4-30 לאימפקט,5/29/2025,3,יח',225.00,"ש""ח",225.00
2030526,חגי ירון,PO25001260,5/29/2025,25000257,"גוף תאורה ""לייזר לד"" 30 ס''מ 5000K 4W",5/29/2025,30,יח',885.00,"ש""ח",885.00
2030532,"יקיר אורלייט תעשיות בע""מ",PO25000832,4/14/2025,16000279,"ארון 1100X1115X320 כולל מחיצה מאורר, פילטר מנעול בזק, פחים",4/14/2025,5,יח',20900.00,"ש""ח",20900.00
2030532,"יקיר אורלייט תעשיות בע""מ",PO25000832,4/14/2025,16000280,בסיס לארון 320/540 במידה 540X1115X320,4/14/2025,5,יח',3350.00,"ש""ח",3350.00
2030532,"יקיר אורלייט תעשיות בע""מ",PO25001038,5/8/2025,16000033,בסיס OR-9472  מקוצר גובה 540ממ'  לארון מנגנון על משטח בטון,5/8/2025,2,יח',1760.00,"ש""ח",1760.00
2030532,"יקיר אורלייט תעשיות בע""מ",PO25001137,5/19/2025,16000222,בסיס לבזק 7,5/19/2025,1,יח',840.01,"ש""ח",840.01
2030532,"יקיר אורלייט תעשיות בע""מ",PO25001137,5/19/2025,16000001,ארון בזק 7 (עומק 380),5/19/2025,1,יח',2410.01,"ש""ח",2410.01
2030532,"יקיר אורלייט תעשיות בע""מ",PO25001208,5/27/2025,13000292,ארון 2/470 (1226X1136X470) כולל 4 מאווררים OR-6472,5/27/2025,1,יח',3604.98,"ש""ח",3604.98
2030547,כנעני חשמל,PO25000370,2/19/2025,25001010,קולט ברק דגם A9L20500 1P+N 20KA (שניידר אלקטריק),2/19/2025,18,יח',2934.00,"ש""ח",2934.00
2030547,כנעני חשמל,PO25000371,2/19/2025,25001010,קולט ברק דגם A9L20500 1P+N 20KA (שניידר אלקטריק),2/19/2025,32,יח',5216.00,"ש""ח",5216.00
2030547,כנעני חשמל,PO25000660,3/24/2025,25001209,"ח""א   1X40A   6K(צ'ינט)",3/24/2025,36,יח',252.00,"ש""ח",252.00
2030547,כנעני חשמל,PO25000674,3/25/2025,19000977,ג'ל חשמלאים,3/25/2025,12,יח',132.00,"ש""ח",132.00
2030547,כנעני חשמל,PO25000675,3/25/2025,25001357,מתאם ריק לקיסטון לפס דין,3/25/2025,4,יח',26.00,"ש""ח",26.00
2030547,כנעני חשמל,PO25000694,3/26/2025,19000049,חבק הידוק לבן 3.6X300 (בחבילות של 100 יחי),3/26/2025,50,יח',445.00,"ש""ח",445.00
2030547,כנעני חשמל,PO25000806,4/9/2025,25001010,קולט ברק דגם A9L20500 1P+N 20KA (שניידר אלקטריק),4/9/2025,10,יח',1650.00,"ש""ח",1650.00
2030547,כנעני חשמל,PO25000911,4/22/2025,25000008,ממסר פחת דגם 2P 40A 30MA  -A(צ'ינט),4/22/2025,4,יח',204.00,"ש""ח",204.00
2030547,כנעני חשמל,PO25000966,4/30/2025,25001368,רב שקע 4 כולל כבל 1 מטר,4/30/2025,10,יח',100.00,"ש""ח",100.00
2030547,כנעני חשמל,PO25000966,4/30/2025,25001369,תקע מרובע T-4 תקני + כבל,4/30/2025,10,יח',150.00,"ש""ח",150.00
2030547,כנעני חשמל,PO25001194,5/26/2025,25000008,ממסר פחת דגם 2P 40A 30MA  -A(צ'ינט),5/26/2025,10,יח',510.00,"ש""ח",510.00
2030555,"בנדא מגנטיק בע""מ",PO25000017,1/2/2025,26001104,ראוטר תעשייתי RUTX50,1/16/2025,2,יח',870.00,USD,3238.14
2030555,"בנדא מגנטיק בע""מ",PO25000079,1/15/2025,26001104,ראוטר תעשייתי RUTX50,1/15/2025,1,יח',0.00,"ש""ח",0.00
2030555,"בנדא מגנטיק בע""מ",PO25000241,2/9/2025,26001108,ראוטר TELTONIKA TRB141,2/9/2025,14,יח',6300.00,USD,22692.60
2030555,"בנדא מגנטיק בע""מ",PO25000295,2/16/2025,26001091,ראוטר סלולרי RUT200 4G,2/16/2025,10,יח',900.00,USD,3206.70
2030555,"בנדא מגנטיק בע""מ",PO25000324,2/17/2025,26001091,ראוטר סלולרי RUT200 4G,2/17/2025,5,יח',453.35,USD,1611.21
2030555,"בנדא מגנטיק בע""מ",PO25000329,2/17/2025,26001104,ראוטר תעשייתי RUTX50,,30,יח',13050.00,USD,46379.70
2030555,"בנדא מגנטיק בע""מ",PO25000336,2/17/2025,26001086,ראוטר סלולרי RUT901 4G,2/17/2025,1,יח',0.00,USD,0.00
2030555,"בנדא מגנטיק בע""מ",PO25000421,2/23/2025,26001108,ראוטר TELTONIKA TRB141,2/23/2025,7,יח',3150.00,"ש""ח",3150.00
2030555,"בנדא מגנטיק בע""מ",PO25000478,2/27/2025,26001114,כרטיס זיכרון MicroSD 1T,2/27/2025,22,יח',6870.60,"ש""ח",6870.60
2030555,"בנדא מגנטיק בע""מ",PO25000588,3/13/2025,26001091,ראוטר סלולרי RUT200 4G,3/13/2025,2,יח',180.00,USD,657.72
2030555,"בנדא מגנטיק בע""מ",PO25000606,3/18/2025,26000407,מסך מחשב 24'',3/18/2025,3,יח',474.06,USD,1737.43
2030555,"בנדא מגנטיק בע""מ",PO25000671,3/25/2025,26001104,ראוטר תעשייתי RUTX50,3/25/2025,1,יח',435.00,USD,1594.71
2030555,"בנדא מגנטיק בע""מ",PO25000671,3/25/2025,26001108,ראוטר TELTONIKA TRB141,3/25/2025,6,יח',729.14,USD,2673.03
2030555,"בנדא מגנטיק בע""מ",PO25000678,3/25/2025,26001091,ראוטר סלולרי RUT200 4G,3/26/2025,3,יח',272.01,USD,997.19
2030555,"בנדא מגנטיק בע""מ",PO25000678,3/25/2025,26001091,ראוטר סלולרי RUT200 4G,3/25/2025,1,יח',90.67,USD,332.40
2030555,"בנדא מגנטיק בע""מ",PO25000693,3/26/2025,26001091,ראוטר סלולרי RUT200 4G,3/26/2025,3,יח',272.01,USD,997.46
2030555,"בנדא מגנטיק בע""מ",PO25000707,3/28/2025,26001091,ראוטר סלולרי RUT200 4G,3/28/2025,5,יח',453.35,USD,1670.14
2030555,"בנדא מגנטיק בע""מ",PO25000714,3/31/2025,26000395,מסך 27'' פיליפס,3/31/2025,1,יח',96.55,USD,358.97
2030555,"בנדא מגנטיק בע""מ",PO25000716,3/31/2025,26001114,כרטיס זיכרון MicroSD 1T,3/31/2025,30,יח',9510.00,"ש""ח",9510.00
2030555,"בנדא מגנטיק בע""מ",PO25000726,4/1/2025,26001108,ראוטר TELTONIKA TRB141,4/1/2025,1,יח',450.00,"ש""ח",450.00
2030555,"בנדא מגנטיק בע""מ",PO25000726,4/1/2025,26001104,ראוטר תעשייתי RUTX50,4/1/2025,1,יח',1605.98,"ש""ח",1605.98
2030555,"בנדא מגנטיק בע""מ",PO25000726,4/1/2025,26001108,ראוטר TELTONIKA TRB141,4/1/2025,7,יח',3150.00,"ש""ח",3150.00
2030555,"בנדא מגנטיק בע""מ",PO25000769,4/7/2025,26000395,מסך 27'' פיליפס,4/7/2025,1,יח',107.00,USD,403.50
2030555,"בנדא מגנטיק בע""מ",PO25000776,4/7/2025,26001104,ראוטר תעשייתי RUTX50,4/7/2025,30,יח',13050.00,USD,49211.55
2030555,"בנדא מגנטיק בע""מ",PO25000824,4/11/2025,26001104,ראוטר תעשייתי RUTX50,4/11/2025,30,יח',13050.00,USD,48624.30
2030555,"בנדא מגנטיק בע""מ",PO25000831,4/14/2025,26001098,תושבת לפס דין לראוטר TELTONIKA 99560-002-00,4/14/2025,30,יח',1050.00,"ש""ח",1050.00
2030555,"בנדא מגנטיק בע""מ",PO25000867,4/19/2025,26001098,תושבת לפס דין לראוטר TELTONIKA 99560-002-00,4/19/2025,30,יח',1050.00,"ש""ח",1050.00
2030555,"בנדא מגנטיק בע""מ",PO25000887,4/20/2025,26000395,מסך 27'' פיליפס,4/20/2025,1,יח',394.94,"ש""ח",394.94
2030555,"בנדא מגנטיק בע""מ",PO25001055,5/12/2025,26000407,מסך מחשב 24'',5/12/2025,1,יח',320.56,"ש""ח",320.56
2030555,"בנדא מגנטיק בע""מ",PO25001076,5/13/2025,26001104,ראוטר תעשייתי RUTX50,5/13/2025,1,יח',1542.08,"ש""ח",1542.08
2030555,"בנדא מגנטיק בע""מ",PO25001119,5/19/2025,26000395,מסך 27'' פיליפס,5/19/2025,2,יח',713.16,"ש""ח",713.16
2030555,"בנדא מגנטיק בע""מ",PO25001165,5/23/2025,26000395,מסך 27'' פיליפס,5/23/2025,1,יח',356.58,"ש""ח",356.58
2030555,"בנדא מגנטיק בע""מ",PO25001223,5/27/2025,26001091,ראוטר סלולרי RUT200 4G,5/27/2025,13,יח',4109.30,"ש""ח",4109.30
2030555,"בנדא מגנטיק בע""מ",PO25001223,5/27/2025,26001098,תושבת לפס דין לראוטר TELTONIKA 99560-002-00,5/27/2025,20,יח',700.00,"ש""ח",700.00
2030559,הידרה - שרותי הנדסה,PO25000391,2/20/2025,16000036,תיקון משאבה גדולה לביוב לפי ה מחיר441172,2/20/2025,1,יח',452.54,"ש""ח",452.54
2030559,הידרה - שרותי הנדסה,PO25000391,2/20/2025,19001231,משאבה טבולה PEDROLLO TOP 2,2/20/2025,1,יח',995.00,"ש""ח",995.00
2030559,הידרה - שרותי הנדסה,PO25000391,2/20/2025,19001232,בקר זרימה אלקטרוני למשאבה LOGICSTOP,2/20/2025,1,יח',280.00,"ש""ח",280.00
2030568,"סאר טכנולוגיות בע""מ",PO25000341,2/18/2025,22001036,אינטרקום אנטיואנדלי חיצוני כולל לחצן 1 + כתובת IP 1,2/18/2025,2,יח',1960.00,"ש""ח",1960.00
2030568,"סאר טכנולוגיות בע""מ",PO25000872,4/20/2025,22001036,אינטרקום אנטיואנדלי חיצוני כולל לחצן 1 + כתובת IP 1,4/20/2025,1,יח',850.00,"ש""ח",850.00
2030568,"סאר טכנולוגיות בע""מ",PO25001036,5/8/2025,22002734,אינטרקום IPParkcom IPPARKV3,5/8/2025,1,יח',1650.00,"ש""ח",1650.00
2030568,"סאר טכנולוגיות בע""מ",PO25001248,5/28/2025,22001036,אינטרקום אנטיואנדלי חיצוני כולל לחצן 1 + כתובת IP 1,5/28/2025,2,יח',2088.00,"ש""ח",2088.00
2030638,"חיון טכנולוגיות בע""מ",PO25000212,2/2/2025,26000774,מחשב נייד LENOVOX1 16GB 512SSD,2/2/2025,6,יח',10800.00,"ש""ח",10800.00
2030638,"חיון טכנולוגיות בע""מ",PO25000473,2/26/2025,26000266,"דיסק קשיח 500G HD SEAGATE SATA ׁ(3.5"")",2/26/2025,3,יח',594.00,"ש""ח",594.00
2030638,"חיון טכנולוגיות בע""מ",PO25000542,3/7/2025,26001115,סוללה למחשב LENOVO X1,3/7/2025,1,יח',400.00,"ש""ח",400.00
2030638,"חיון טכנולוגיות בע""מ",PO25001008,5/6/2025,26001144,מחשב נייד LENOVO THINKPAD I7 16GB 512 SSD + RJ45,5/11/2025,5,יח',11000.00,"ש""ח",11000.00
2030638,"חיון טכנולוגיות בע""מ",PO25001228,5/27/2025,26001135,דיסק קשיח (לשרת) 4T 7200 RPM ST4000NM0025,5/27/2025,1,יח',504.42,"ש""ח",504.42
2030644,"סמי עובדיה הובלות ומנופים בע""מ",PO25000925,4/26/2025,19000113,הובלה של 2 מכולות 6 מ' מחסן+משרד תא לבש,4/26/2025,1,יח',4000.00,"ש""ח",4000.00
2030677,"דורון שערים בע""מ",PO25000065,1/13/2025,22001362,קיט מנוע כנף דגם BT50,1/13/2025,1,יח',4200.00,"ש""ח",4200.00
2030677,"דורון שערים בע""מ",PO25000111,1/22/2025,22001362,קיט מנוע כנף דגם BT50,1/22/2025,1,יח',4200.00,"ש""ח",4200.00
2030688,סלקום תקשורת קווית,PO25000454,2/25/2025,26001123,כרטיס RISER לשר DELL,2/25/2025,1,יח',256.75,"ש""ח",256.75
2030692,"שי-בר מתכות בע""מ",PO25000118,1/23/2025,31000043,סטופר לרמה של בקר דמבך,1/23/2025,50,יח',384.00,"ש""ח",384.00
2030692,"שי-בר מתכות בע""מ",PO25000123,1/23/2025,25000331,"תושבת לח""א  תא שוטר",1/23/2025,100,יח',500.00,"ש""ח",500.00
2030692,"שי-בר מתכות בע""מ",PO25000238,2/7/2025,25000331,"תושבת לח""א  תא שוטר",2/7/2025,100,יח',500.00,"ש""ח",500.00
2030692,"שי-בר מתכות בע""מ",PO25000496,3/3/2025,25000311,תושבת למיקרוסוויץ  דמבך,3/3/2025,30,יח',120.00,"ש""ח",120.00
2030692,"שי-בר מתכות בע""מ",PO25000767,4/6/2025,25000311,תושבת למיקרוסוויץ  דמבך,4/6/2025,10,יח',40.00,"ש""ח",40.00
2030692,"שי-בר מתכות בע""מ",PO25000967,4/30/2025,22002360,פח גב לארון DCWE2 חניה 1105X1000X2,4/30/2025,10,יח',1450.00,"ש""ח",1450.00
2030692,"שי-בר מתכות בע""מ",PO25001211,5/27/2025,25000311,תושבת למיקרוסוויץ  דמבך,5/27/2025,20,יח',80.00,"ש""ח",80.00
2030692,"שי-בר מתכות בע""מ",PO25001249,5/28/2025,22002399,עמוד אינטרקום-פרופיל ברזל מגולוון 40/80 צבע אפור(RAL9006),5/28/2025,2,יח',899.94,"ש""ח",899.94
2030695,"תמוז סחר (1983) בע""מ",PO25000583,3/13/2025,19000287,נעלים גבוהות דגם S3 +מגן,3/13/2025,8,יח',1360.00,"ש""ח",1360.00
2030695,"תמוז סחר (1983) בע""מ",PO25000630,3/20/2025,31000441,חולצה דרייפיט קצרה,4/1/2025,199,יח',2288.50,"ש""ח",2288.50
2030695,"תמוז סחר (1983) בע""מ",PO25000630,3/20/2025,31000442,חולצה דרייפיט ארוכה,4/1/2025,173,יח',3114.00,"ש""ח",3114.00
2030695,"תמוז סחר (1983) בע""מ",PO25000630,3/20/2025,31000369,"מכנס דגמ""ח אינדיאני",4/1/2025,190,יח',5130.00,"ש""ח",5130.00
2030695,"תמוז סחר (1983) בע""מ",PO25000630,3/20/2025,19000287,מגף דגם S3 +מגן,4/1/2025,44,יח',7480.00,"ש""ח",7480.00
2030695,"תמוז סחר (1983) בע""מ",PO25000630,3/20/2025,19000128,גלופה חד פעמי,4/1/2025,1,יח',100.00,"ש""ח",100.00
2030695,"תמוז סחר (1983) בע""מ",PO25000630,3/20/2025,31000390,הדפס דיגיטלי קטן מקדימה,4/1/2025,372,יח',744.00,"ש""ח",744.00
2030695,"תמוז סחר (1983) בע""מ",PO25000630,3/20/2025,31000443,הדפסת משי 2 צבעים מאחורה,4/1/2025,372,יח',1116.00,"ש""ח",1116.00
2030695,"תמוז סחר (1983) בע""מ",PO25000630,3/20/2025,31000257,אריזה,4/1/2025,66,יח',330.00,"ש""ח",330.00
2030695,"תמוז סחר (1983) בע""מ",PO25000630,3/20/2025,31000147,כובע ליגיונר,4/1/2025,65,יח',1170.00,"ש""ח",1170.00
2030695,"תמוז סחר (1983) בע""מ",PO25000630,3/20/2025,31000390,הדפס דיגיטלי קטן מקדימה על הכובע,4/1/2025,65,יח',130.00,"ש""ח",130.00
2030695,"תמוז סחר (1983) בע""מ",PO25000688,3/25/2025,19000287,מגף גבוהות דגם S3 +מגן,3/25/2025,1,יח',130.00,"ש""ח",130.00
2030695,"תמוז סחר (1983) בע""מ",PO25000773,4/7/2025,19000287,מגף דגם S3 +מגן,4/13/2025,2,יח',340.00,"ש""ח",340.00
2030695,"תמוז סחר (1983) בע""מ",PO25000939,4/27/2025,19000128,גלופה חד פעמי,5/5/2025,2,יח',200.00,"ש""ח",200.00
2030695,"תמוז סחר (1983) בע""מ",PO25001156,5/21/2025,19000287,מגף גבוהות דגם 70050 +מגן - מידה 46.6 עבור אליצח,5/21/2025,1,יח',170.00,"ש""ח",170.00
2030704,"אדיטק בע""מ",PO25001061,5/13/2025,26001044,מסופון UN ATANDED דגם IM30 4G כולל שנאי ללא אנטנה,5/13/2025,10,יח',16000.00,"ש""ח",16000.00
2030704,"אדיטק בע""מ",PO25001226,5/27/2025,26001044,מסופון UN ATANDED דגם IM30 4G כולל שנאי ללא אנטנה,5/27/2025,1,יח',1600.00,"ש""ח",1600.00
2030715,"קיוביק דיזיין בע""מ",PO25000080,1/15/2025,27000864,כיסא עבודה דגם טורנדו אפור,1/15/2025,4,יח',2680.00,"ש""ח",2680.00
2030715,"קיוביק דיזיין בע""מ",PO25000598,3/14/2025,27000864,כיסא עבודה דגם טורנדו אפור,3/14/2025,1,יח',670.00,"ש""ח",670.00
2030715,"קיוביק דיזיין בע""מ",PO25000755,4/6/2025,27000864,כיסא עבודה דגם ארי שחור,4/6/2025,1,יח',450.00,"ש""ח",450.00
2030719,אקולוב מסחר אינטגרציה,PO25000538,3/7/2025,16000262,ארונית 48 - 48 ריתוך,3/7/2025,2,יח',4100.00,"ש""ח",4100.00
