תאריך,מק'ט,תאור מוצר,כמות,יח',כמות מפעל,יח' מפעל,תעודה,סוג תעודה,למחסן,איתור,הזמנה,מס' ספק,שם ספק
5/12/2025,26000190,כבל רשת 3 מ' מסוכך,10,יח',10,יח',GR25000777,קבלות סחורה מספק,Main,0,PO25001040,2030139,"דגן מולטימדיה בע""מ"
5/12/2025,26000395,מסך 27'' פיליפס,1,יח',1,יח',GR25000766,קבלות סחורה מספק,Main,0,PO25000769,2030555,"בנדא מגנטיק בע""מ"
5/12/2025,26000457,מתאם HDMI TO DISPLAYPORT,5,יח',5,יח',GR25000777,קבלות סחורה מספק,Main,0,PO25001040,2030139,"דגן מולטימדיה בע""מ"
5/12/2025,26000885,מתאם USB-HDMI,5,יח',5,יח',GR25000777,קבלות סחורה מספק,Main,0,PO25001040,2030139,"דגן מולטימדיה בע""מ"
5/12/2025,26001039,מתאם USB-RJ45,3,יח',3,יח',GR25000777,קבלות סחורה מספק,Main,0,PO25001040,2030139,"דגן מולטימדיה בע""מ"
5/12/2025,26001091,ראוטר סלולרי RUT200 4G,1,יח',1,יח',GR25000771,קבלות סחורה מספק,Main,0,PO25000678,2030555,"בנדא מגנטיק בע""מ"
5/12/2025,26001091,ראוטר סלולרי RUT200 4G,3,יח',3,יח',GR25000771,קבלות סחורה מספק,Main,0,PO25000678,2030555,"בנדא מגנטיק בע""מ"
5/12/2025,26001091,ראוטר סלולרי RUT200 4G,3,יח',3,יח',GR25000767,קבלות סחורה מספק,Main,0,PO25000693,2030555,"בנדא מגנטיק בע""מ"
5/12/2025,26001091,ראוטר סלולרי RUT200 4G,5,יח',5,יח',GR25000768,קבלות סחורה מספק,Main,0,PO25000707,2030555,"בנדא מגנטיק בע""מ"
5/12/2025,26001108,ראוטר TELTONIKA TRB141,6,יח',6,יח',GR25000770,קבלות סחורה מספק,Main,0,PO25000671,2030555,"בנדא מגנטיק בע""מ"
5/12/2025,26001126,כבל רשת 3 מ' CAT-6A כחול,25,יח',25,יח',GR25000777,קבלות סחורה מספק,Main,0,PO25000590,2030139,"דגן מולטימדיה בע""מ"
5/12/2025,26001127,חידוש כרטיס SIM,1,יח',1,יח',GR25000785,קבלות סחורה מספק,Main,0,PO25001025,2030250,"עופר שערים אוטומטיים בע""מ"
5/12/2025,26001127,חידוש כרטיס SIM,1,יח',1,יח',GR25000785,קבלות סחורה מספק,Main,0,PO25001025,2030250,"עופר שערים אוטומטיים בע""מ"
5/12/2025,26001127,חידוש כרטיס SIM,1,יח',1,יח',GR25000785,קבלות סחורה מספק,Main,0,PO25001025,2030250,"עופר שערים אוטומטיים בע""מ"
5/12/2025,26001134,מתאם USB TYPE C-RJ45,18,יח',18,יח',GR25000777,קבלות סחורה מספק,Main,0,PO25001040,2030139,"דגן מולטימדיה בע""מ"
5/12/2025,34000020,שק אספלט קר,25,יח',25,יח',GR25000773,קבלות סחורה מספק,Main,0,PO25000987,2030369,"יושאי חומרי בניין בע""מ"
5/12/2025,34000166,שק בטון מוכן התייבשות מהירה 25 ק''ג,144,יח',144,יח',GR25000772,קבלות סחורה מספק,Main,0,PO25001031,2030392,"בטון עטרות בע""מ"
5/13/2025,13000323,ארון סנסורים TIP-860 800X600X300,30,יח',30,יח',GR25000804,קבלות סחורה מספק,Main,0,PO25000936,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
5/13/2025,14000074,"שוט כפול ""4  3.5X3.5  T",1,יח',1,יח',GR25000803,קבלות סחורה מספק,Main,0,PO24000668,2030228,"מטלאור (עין איילה) בע""מ"
5/13/2025,16000167,קופסאת מתכת חשמל 20*40*40,1,יח',1,יח',GR25000792,קבלות סחורה מספק,Main,0,PO25001014,2030420,"נ.חן חשמל בע""מ"
5/13/2025,19000097,סוללה 1.5V  AA,15,יח',15,יח',GR25000791,קבלות סחורה מספק,Main,0,PO25001046,2030071,"ארכה בע""מ"
5/13/2025,25000271,"מהדק הארקה 4 ממ""ר SL4/35-1212.2",100,יח',100,יח',GR25000800,קבלות סחורה מספק,Main,0,PO25001013,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
5/13/2025,25000592,ספק כח 12V  1A לשקע קיר,1,יח',1,יח',GR25000793,קבלות סחורה מספק,Main,0,PO24000669,2030250,"עופר שערים אוטומטיים בע""מ"
5/13/2025,25000647,מפסק גבול זרוע מתכווננת N.C/N.C. FT139J02,5,יח',5,יח',GR25000796,קבלות סחורה מספק,Main,0,PO25001018,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
5/13/2025,25001035,סופית חוט נלחצת אפורה+בידוד 0.75-8 E (שקית 100 יח'),5,יח',5,יח',GR25000795,קבלות סחורה מספק,Main,0,PO25000953,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
5/13/2025,25001035,סופית חוט נלחצת אפורה+בידוד 0.75-8 E (שקית 100 יח'),10,יח',10,יח',GR25000801,קבלות סחורה מספק,Main,0,PO25000999,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
5/13/2025,25001037,סופית חוט נלחצת שחורה+בידוד 1.5-8 E (שקית 100 יח'),10,יח',10,יח',GR25000801,קבלות סחורה מספק,Main,0,PO25000999,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
5/13/2025,25001171,סופית חוט נלחצת אפורה + בידוד כפולה - TE 0.75-8 (שקית 100 י,5,יח',5,יח',GR25000795,קבלות סחורה מספק,Main,0,PO25000953,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
5/13/2025,25001171,סופית חוט נלחצת אפורה + בידוד כפולה - TE 0.75-8 (שקית 100 י,6,יח',6,יח',GR25000801,קבלות סחורה מספק,Main,0,PO25000999,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
5/13/2025,25001290,S201M C20NA 10KA 1*20A+N ABB,3,יח',3,יח',GR25000794,קבלות סחורה מספק,Main,0,PO25000555,2030420,"נ.חן חשמל בע""מ"
5/13/2025,25001299,סופית חוט נלחצת שחורה + בידוד כפולה - TE 1.50-8 (שקית 100 י,2,יח',2,יח',GR25000802,קבלות סחורה מספק,Main,0,PO25000760,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
5/13/2025,25001299,סופית חוט נלחצת שחורה + בידוד כפולה - TE 1.50-8 (שקית 100 י,4,יח',4,יח',GR25000801,קבלות סחורה מספק,Main,0,PO25000999,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
5/13/2025,26001128,מתג FORTISWITCH F108,10,יח',10,יח',GR25000797,קבלות סחורה מספק,Main,0,PO25000778,2030918,"אקסקלוסיב נטוורקס ישראל בע""מ"
5/13/2025,26001129,מתג FORTISWITCH F124,2,יח',2,יח',GR25000797,קבלות סחורה מספק,Main,0,PO25000778,2030918,"אקסקלוסיב נטוורקס ישראל בע""מ"
5/14/2025,22002897,6ES7193-6BP00-0BA0,0,יח',0,יח',GR25000805,קבלות סחורה מספק,Main,0,PO25001048,2030217,"ליד בקרה בע""מ"
5/14/2025,22002898,6ES7193-6BP00-0DA0,0,יח',0,יח',GR25000805,קבלות סחורה מספק,Main,0,PO25001048,2030217,"ליד בקרה בע""מ"
5/15/2025,14000045,"פקק פלסטי לעמוד ""4",40,יח',40,יח',GR25000807,קבלות סחורה מספק,Main,0,PO25000252,2030325,"קמחי כלי עבודה (1994) בע""מ"
5/15/2025,19000113,הובלה,1,יח',1,יח',GR25000809,קבלות סחורה מספק,Main,0,PO24000692,2030644,"סמי עובדיה הובלות ומנופים בע""מ"
5/15/2025,20000488,"מברשת צבע ""2",2,יח',2,יח',GR25000808,קבלות סחורה מספק,Main,0,PO25000338,2030325,"קמחי כלי עבודה (1994) בע""מ"
5/15/2025,20001015,איזמל שפיץ SDS MAX 400 לקונגו,2,יח',2,יח',GR25000808,קבלות סחורה מספק,Main,0,PO25000338,2030325,"קמחי כלי עבודה (1994) בע""מ"
5/15/2025,22002837,שלט VMS16LB-64X64-RGB 1324X1324X210 mm,5,יח',5,יח',GR25000806,קבלות סחורה מספק,Main,0,PO24000638,2030059,CHAINZONE
5/15/2025,31000122,"פלקס משחה להלחמה 1/2 ק""ג",1,יח',1,יח',GR25000807,קבלות סחורה מספק,Main,0,PO25000252,2030325,"קמחי כלי עבודה (1994) בע""מ"
5/18/2025,16000036,ציוד כללי לפי ת.משלוח 158 נאסף תמיר כיסוי,1,יח',1,יח',GR25000812,קבלות סחורה מספק,Main,0,PO25000256,2030071,"ארכה בע""מ"
5/18/2025,16000036,החלפת בקרת מאורר+מאוורר באל פסק TOP3 K-LONG,1,יח',1,יח',GR25000810,קבלות סחורה מספק,Main,0,PO25000977,2030056,"אדוויס אלקטרוניקה בע""מ"
5/18/2025,16000036,תיקון בקרת מאוורר באל פסק TOP 3 K-LONG,1,יח',1,יח',GR25000810,קבלות סחורה מספק,Main,0,PO25000977,2030056,"אדוויס אלקטרוניקה בע""מ"
5/18/2025,16000036,החלפת בקרת מאורר+מאוורר וכרטיס באל פסק A-2000,1,יח',1,יח',GR25000810,קבלות סחורה מספק,Main,0,PO25000977,2030056,"אדוויס אלקטרוניקה בע""מ"
5/18/2025,16000036,החלפת בקרת מאורר+מאוורר באל פסק TOP3 K-LONG,1,יח',1,יח',GR25000810,קבלות סחורה מספק,Main,0,PO25000977,2030056,"אדוויס אלקטרוניקה בע""מ"
5/18/2025,16000036,בקרת מאווררים+ מאווררים החלפת 6 מצברים ו 7 TOP VPRO 3KA,1,יח',1,יח',GR25000810,קבלות סחורה מספק,Main,0,PO25000977,2030056,"אדוויס אלקטרוניקה בע""מ"
5/18/2025,16000036,החלפת 6 מצברים 7 באל פסק AON3000-2A,1,יח',1,יח',GR25000810,קבלות סחורה מספק,Main,0,PO25000977,2030056,"אדוויס אלקטרוניקה בע""מ"
5/18/2025,16000036,החלפת מפסק נועם באל פסק A-2000 AC - מסד 10011571804,1,יח',1,יח',GR25000810,קבלות סחורה מספק,Main,0,PO25000977,2030056,"אדוויס אלקטרוניקה בע""מ"
5/18/2025,16000036,החלפת מפסק נועם באל פסק A-2000 AC - מסד 10027281908,1,יח',1,יח',GR25000810,קבלות סחורה מספק,Main,0,PO25000977,2030056,"אדוויס אלקטרוניקה בע""מ"
5/18/2025,16000036,החלפת בקרת מאוורר+מאוורר ותיקון כרטיס באל פסק TOP3K-LONG,1,יח',1,יח',GR25000810,קבלות סחורה מספק,Main,0,PO25000977,2030056,"אדוויס אלקטרוניקה בע""מ"
5/18/2025,16000036,החלפת בקרת מאוורר+מאוורר וכרטיס מסך באל פסק TOP3 K-LONG,1,יח',1,יח',GR25000810,קבלות סחורה מספק,Main,0,PO25000977,2030056,"אדוויס אלקטרוניקה בע""מ"
5/18/2025,16000036,החלפת בקרת מאורר+מאוורר ותיקון כרטיס באל פסק TOP VPRO2K,1,יח',1,יח',GR25000810,קבלות סחורה מספק,Main,0,PO25000977,2030056,"אדוויס אלקטרוניקה בע""מ"
5/18/2025,16000036,תיקון כרטיס באל פסק TOP 2 K-LONG,1,יח',1,יח',GR25000810,קבלות סחורה מספק,Main,0,PO25000977,2030056,"אדוויס אלקטרוניקה בע""מ"
5/18/2025,16000036,החלפת כרטיס פיקוד תצוגה ופנל מקשים באל פסק TOPV PRO2K,1,יח',1,יח',GR25000810,קבלות סחורה מספק,Main,0,PO25000977,2030056,"אדוויס אלקטרוניקה בע""מ"
5/18/2025,16000036,החלפת בקרת מאוורר+מאוורר באל פסק TOPV  PRO2K,1,יח',1,יח',GR25000810,קבלות סחורה מספק,Main,0,PO25000977,2030056,"אדוויס אלקטרוניקה בע""מ"
5/18/2025,16000036,החלפת בקרת מאוורר+מאוורר באל פסק TOP 3 K-LONG,1,יח',1,יח',GR25000810,קבלות סחורה מספק,Main,0,PO25000977,2030056,"אדוויס אלקטרוניקה בע""מ"
5/18/2025,16000036,תיקון כרטיס מטען החלפת פנל לחצנים באל פסק PRO 6LONGV,1,יח',1,יח',GR25000810,קבלות סחורה מספק,Main,0,PO25000977,2030056,"אדוויס אלקטרוניקה בע""מ"
5/18/2025,16000036,החלפת כרטיס ראשי ופיקוד באל פסק A-2000,1,יח',1,יח',GR25000810,קבלות סחורה מספק,Main,0,PO25000977,2030056,"אדוויס אלקטרוניקה בע""מ"
5/18/2025,16000036,ביצוע שינוי כרטיס ראשי ופיקוד באל פסק,1,יח',1,יח',GR25000810,קבלות סחורה מספק,Main,0,PO25000977,2030056,"אדוויס אלקטרוניקה בע""מ"
5/18/2025,16000036,החלפת כרטיס ראשי פיקוד ומפסק באל פסק AC-A-2000,1,יח',1,יח',GR25000810,קבלות סחורה מספק,Main,0,PO25000977,2030056,"אדוויס אלקטרוניקה בע""מ"
5/18/2025,16000036,תיקון בקרת מאוורר באל פסק A-2000,1,יח',1,יח',GR25000810,קבלות סחורה מספק,Main,0,PO25000977,2030056,"אדוויס אלקטרוניקה בע""מ"
5/18/2025,16000036,החלפת כרטיס ראשי פיקוד ובקרת מאוורר+מאוור A-2000 באל פסק,1,יח',1,יח',GR25000810,קבלות סחורה מספק,Main,0,PO25000977,2030056,"אדוויס אלקטרוניקה בע""מ"
5/18/2025,16000036,החלפת בקרת מאוורר+מאוורר ותיקון כרטיס באל פסק TOPVPRO2K,2,יח',2,יח',GR25000810,קבלות סחורה מספק,Main,0,PO25000977,2030056,"אדוויס אלקטרוניקה בע""מ"
5/18/2025,16000036,הדרכה מערכת הלבנה בנתע,4,יח',4,יח',GR25000817,קבלות סחורה מספק,Main,0,PO25000731,2030904,"חב' יזמטק בע""מ"
5/18/2025,17000300,סיב אופטי 48 סיב S.M משוריין,600,יח',600,יח',GR25000822,קבלות סחורה מספק,Main,0,PO24000630,2030103,"ג.ברס שיווק (1983) בע""מ"
5/18/2025,17000342,כבל XLPE  3X6,504,יח',504,יח',GR25000811,קבלות סחורה מספק,Main,0,PO25000173,2030071,"ארכה בע""מ"
5/18/2025,19000987,בורג איסכורית ראש קודח 4 סמ',1000,יח',1000,יח',GR25000815,קבלות סחורה מספק,Main,0,PO25001077,2030337,"טכנו-בורג בע""מ"
5/18/2025,19000987,בורג איסכורית ראש קודח 4 סמ',2000,יח',2000,יח',GR25000816,קבלות סחורה מספק,Main,0,PO25000992,2030337,"טכנו-בורג בע""מ"
5/18/2025,19001243,קופסאת ליקוט שקופה 38X32X19 ס''מ,20,יח',20,יח',GR25000819,קבלות סחורה מספק,Main,0,PO25001083,2030503,"רז צ.צ טכני 2003 בע""מ"
5/18/2025,20000934,כפפות עבודה לטקס מוקצף כתום SIGNET,12,יח',12,יח',GR25000821,קבלות סחורה מספק,Main,0,PO25001067,2030503,"רז צ.צ טכני 2003 בע""מ"
5/18/2025,26001098,תושבת לפס דין לראוטר TELTONIKA 99560-002-00,30,יח',30,יח',GR25000826,קבלות סחורה מספק,Main,0,PO25000867,2030555,"בנדא מגנטיק בע""מ"
5/18/2025,26001098,תושבת לפס דין לראוטר TELTONIKA 99560-002-00,30,יח',30,יח',GR25000823,קבלות סחורה מספק,Main,0,PO25000831,2030555,"בנדא מגנטיק בע""מ"
5/18/2025,26001104,ראוטר תעשייתי RUTX50,30,יח',30,יח',GR25000825,קבלות סחורה מספק,Main,0,PO25000824,2030555,"בנדא מגנטיק בע""מ"
5/18/2025,26001104,ראוטר תעשייתי RUTX50,30,יח',30,יח',GR25000824,קבלות סחורה מספק,Main,0,PO25000776,2030555,"בנדא מגנטיק בע""מ"
5/18/2025,26001115,סוללה למחשב LENOVO X1,1,יח',1,יח',GR25000814,קבלות סחורה מספק,Main,0,PO25000542,2030638,"חיון טכנולוגיות בע""מ"
5/18/2025,27000842,טופס אחזקה מונעת חודשית 50 דף מקור + 2,50,יח',50,יח',GR25000818,קבלות סחורה מספק,Main,0,PO25001056,2030371,אינפוגרף מוצרי נייר
5/18/2025,30000030,אום משושה  5/16  BSW,5000,יח',5000,יח',GR25000816,קבלות סחורה מספק,Main,0,PO25000992,2030337,"טכנו-בורג בע""מ"
5/18/2025,31000243,מסכת פנים,1,יח',1,יח',GR25000821,קבלות סחורה מספק,Main,0,PO25001067,2030503,"רז צ.צ טכני 2003 בע""מ"
5/18/2025,31000406,פלטת סנדוויץ 590X200X18  ממ' לארון DCWE0,96,יח',96,יח',GR25000813,קבלות סחורה מספק,Main,0,PO25000425,2030364,"אביעם אינסטלציה ובניין(מקבוצת ש.אל)בע""מ"
5/18/2025,34000172,בלה ריקה 100X100X100 ס''מ,5,יח',5,יח',GR25000820,קבלות סחורה מספק,Main,0,PO25001022,2030503,"רז צ.צ טכני 2003 בע""מ"
5/19/2025,16000033,בסיס OR-9472  מקוצר גובה 540ממ'  לארון מנגנון על משטח בטון,2,יח',2,יח',GR25000828,קבלות סחורה מספק,Main,0,PO25001038,2030532,"יקיר אורלייט תעשיות בע""מ"
5/19/2025,22002538,סף בטיחות V2 1.7 מ' ללא פיקוד,5,יח',5,יח',GR25000829,קבלות סחורה מספק,Main,0,PO25001057,2030250,"עופר שערים אוטומטיים בע""מ"
5/19/2025,22002539,משדר לסף בטיחות V2,5,יח',5,יח',GR25000829,קבלות סחורה מספק,Main,0,PO25001057,2030250,"עופר שערים אוטומטיים בע""מ"
5/19/2025,22002540,מקלט לסף בטיחות V2,5,יח',5,יח',GR25000830,קבלות סחורה מספק,Main,0,PO25001059,2030250,"עופר שערים אוטומטיים בע""מ"
5/19/2025,22002886,ארון VPS חשמל קבוע 650X500X250 CO-DCB-A-60W-8H-AC,1,יח',1,יח',GR25000833,קבלות סחורה מספק,Main,0,PO25000602,2030056,"אדוויס אלקטרוניקה בע""מ"
5/19/2025,22002887,ארון מהבהבים חשמל קבוע 650X500X250 CO-DCB-15W-8H,2,יח',2,יח',GR25000833,קבלות סחורה מספק,Main,0,PO25000602,2030056,"אדוויס אלקטרוניקה בע""מ"
5/19/2025,22002889,ארון מהבהבים סולארי 500X400X200 CO-SOL-15W-30H,2,יח',2,יח',GR25000833,קבלות סחורה מספק,Main,0,PO25000602,2030056,"אדוויס אלקטרוניקה בע""מ"
5/19/2025,220028894,TRUI KAKY הפד 650X500X250 CO-SOL-A-60W-30H-AC,1,יח',1,יח',GR25000833,קבלות סחורה מספק,Main,0,PO25000602,2030056,"אדוויס אלקטרוניקה בע""מ"
5/19/2025,33000040,"תקתקן אקוסטי 220V דגם ""מנורה""",40,יח',40,יח',GR25000832,קבלות סחורה מספק,Main,0,PO25001023,2030226,"שיכון ובינוי סולל בונה-מנורה מערכות בע""מ"
5/19/2025,33000174,חלק מפה MATU101-100,50,יח',50,יח',GR25000831,קבלות סחורה מספק,Main,0,PO25000645,2030226,"שיכון ובינוי סולל בונה-מנורה מערכות בע""מ"
5/19/2025,33000177,אקסטרוזיה פנימית MATU101-103,20,יח',20,יח',GR25000831,קבלות סחורה מספק,Main,0,PO25000645,2030226,"שיכון ובינוי סולל בונה-מנורה מערכות בע""מ"
5/19/2025,33000182,מכלול פייזו כולל כרטיס אלקטרוני MATU101-108,20,יח',20,יח',GR25000831,קבלות סחורה מספק,Main,0,PO25000645,2030226,"שיכון ובינוי סולל בונה-מנורה מערכות בע""מ"
5/19/2025,33000194,לחצן עם מחבר כולל פלסטיק עם הדפסה MATU101-111,20,יח',20,יח',GR25000831,קבלות סחורה מספק,Main,0,PO25000645,2030226,"שיכון ובינוי סולל בונה-מנורה מערכות בע""מ"
5/19/2025,33000195,חץ כיוון עגול ליחידת רטט MATU101-112,30,יח',30,יח',GR25000831,קבלות סחורה מספק,Main,0,PO25000645,2030226,"שיכון ובינוי סולל בונה-מנורה מערכות בע""מ"
5/19/2025,33000199,התקן IrDA מתאם אינפרא אדום ליחידה אקוסטית MATU101-114,3,יח',3,יח',GR25000831,קבלות סחורה מספק,Main,0,PO25000645,2030226,"שיכון ובינוי סולל בונה-מנורה מערכות בע""מ"
5/19/2025,34000014,"צינור שרשורי  ""2  שחור",250,יח',250,יח',GR25000827,קבלות סחורה מספק,Main,0,PO25001088,2030071,"ארכה בע""מ"
5/19/2025,34000014,"צינור שרשורי  ""2  שחור",500,יח',500,יח',GR25000834,קבלות סחורה מספק,Main,0,PO24000754,2030071,"ארכה בע""מ"
5/19/2025,34000157,"צינור שרשורי  ""3 שחור",500,יח',500,יח',GR25000834,קבלות סחורה מספק,Main,0,PO24000754,2030071,"ארכה בע""מ"
5/20/2025,16000022,קופ' 150X110X70  410C5A,5,יח',5,יח',GR25000838,קבלות סחורה מספק,Main,0,PO25001060,2030420,"נ.חן חשמל בע""מ"
5/20/2025,17000028,כבל 5X1.5 XLPE,1000,יח',1000,יח',GR25000837,קבלות סחורה מספק,Main,0,PO25001045,2030103,"ג.ברס שיווק (1983) בע""מ"
5/20/2025,19000113,הובלה,4,יח',4,יח',GR25000841,קבלות סחורה מספק,Main,0,PO24000734,2030221,"תעשיות רדימיקס ישראל בע""מ"
5/20/2025,25000493,קופ' 100X100X50 עם פיטמות,10,יח',10,יח',GR25000836,קבלות סחורה מספק,Main,0,PO25001101,2030420,"נ.חן חשמל בע""מ"
5/20/2025,25000953,אל פסק( UPS TOP 2000 (AON2000-2,2,יח',2,יח',GR25000839,קבלות סחורה מספק,Main,0,PO25001098,2030056,"אדוויס אלקטרוניקה בע""מ"
5/20/2025,26000266,"דיסק קשיח 500G HD SEAGATE SATA ׁ(3.5"")",3,יח',3,יח',GR25000843,קבלות סחורה מספק,Main,0,PO25000473,2030638,"חיון טכנולוגיות בע""מ"
5/20/2025,26000328,ETHERNET TCP/IP fildbus coupler; 10/100 Mbit/s; digital & a,1,יח',1,יח',GR25000844,קבלות סחורה מספק,Main,0,PO25000301,2030330,"קומטל ישראל פתרונות אלקטרוניקה בע""מ"
5/20/2025,26000328,ETHERNET TCP/IP fildbus coupler; 10/100 Mbit/s; digital & a,1,יח',1,יח',GR25000842,קבלות סחורה מספק,Main,0,PO25000303,2030330,"קומטל ישראל פתרונות אלקטרוניקה בע""מ"
5/20/2025,26000329,2-channel relay output module; relay 2 no/potential free; A,2,יח',2,יח',GR25000844,קבלות סחורה מספק,Main,0,PO25000301,2030330,"קומטל ישראל פתרונות אלקטרוניקה בע""מ"
5/20/2025,26000329,2-channel relay output module; relay 2 no/potential free; A,2,יח',2,יח',GR25000842,קבלות סחורה מספק,Main,0,PO25000303,2030330,"קומטל ישראל פתרונות אלקטרוניקה בע""מ"
5/20/2025,26000330,8-channel DI module; DC 24V; 3.0 ms; high-side swiching; 1-,2,יח',2,יח',GR25000844,קבלות סחורה מספק,Main,0,PO25000301,2030330,"קומטל ישראל פתרונות אלקטרוניקה בע""מ"
5/20/2025,26000330,8-channel DI module; DC 24V; 3.0 ms; high-side swiching; 1-,2,יח',2,יח',GR25000842,קבלות סחורה מספק,Main,0,PO25000303,2030330,"קומטל ישראל פתרונות אלקטרוניקה בע""מ"
5/20/2025,26000331,Supply module; passive; DC 24V; light GY,1,יח',1,יח',GR25000842,קבלות סחורה מספק,Main,0,PO25000303,2030330,"קומטל ישראל פתרונות אלקטרוניקה בע""מ"
5/20/2025,26000331,Supply module; passive; DC 24V; light GY,1,יח',1,יח',GR25000844,קבלות סחורה מספק,Main,0,PO25000301,2030330,"קומטל ישראל פתרונות אלקטרוניקה בע""מ"
5/20/2025,26000332,End module; light GY,1,יח',1,יח',GR25000844,קבלות סחורה מספק,Main,0,PO25000301,2030330,"קומטל ישראל פתרונות אלקטרוניקה בע""מ"
5/20/2025,26000332,End module; light GY,1,יח',1,יח',GR25000842,קבלות סחורה מספק,Main,0,PO25000303,2030330,"קומטל ישראל פתרונות אלקטרוניקה בע""מ"
5/20/2025,26000407,מסך מחשב 24'',1,יח',1,יח',GR25000835,קבלות סחורה מספק,Main,0,PO25001055,2030555,"בנדא מגנטיק בע""מ"
5/20/2025,26000774,מחשב נייד LENOVOX1 16GB 512SSD,6,יח',6,יח',GR25000845,קבלות סחורה מספק,Main,0,PO25000212,2030638,"חיון טכנולוגיות בע""מ"
5/20/2025,33000040,"תקתקן אקוסטי 220V דגם ""מנורה""",40,יח',40,יח',GR25000846,קבלות סחורה מספק,Main,0,PO25001023,2030226,"שיכון ובינוי סולל בונה-מנורה מערכות בע""מ"
5/20/2025,34000022,בטון מוכן ב-30 שקיעה 4 עדש,2,יח',2,יח',GR25000841,קבלות סחורה מספק,Main,0,PO24000734,2030221,"תעשיות רדימיקס ישראל בע""מ"
5/21/2025,16000220,"קופסא 3 חורים 22 מ""מ",5,יח',5,יח',GR25000866,קבלות סחורה מספק,Main,0,PO25001100,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
5/21/2025,19000033,סיליקון לבן-בטיוב,9,יח',9,יח',GR25000867,קבלות סחורה מספק,Main,0,PO25000799,2030526,חגי ירון
5/21/2025,19000033,סיליקון לבן-בטיוב,15,יח',15,יח',GR25000867,קבלות סחורה מספק,Main,0,PO25000799,2030526,חגי ירון
5/21/2025,19000113,הובלה,1,יח',1,יח',GR25000854,קבלות סחורה מספק,Main,0,PO25000059,2030812,"טלאור בטון בע""מ"
5/21/2025,19000113,הובלה,4,יח',4,יח',GR25000857,קבלות סחורה מספק,Main,0,PO25001118,2030812,"טלאור בטון בע""מ"
5/21/2025,19000113,הובלה,5,יח',5,יח',GR25000854,קבלות סחורה מספק,Main,0,PO25000113,2030812,"טלאור בטון בע""מ"
5/21/2025,19000113,הובלה,5,יח',5,יח',GR25000855,קבלות סחורה מספק,Main,0,PO25000453,2030812,"טלאור בטון בע""מ"
5/21/2025,19000113,הובלה,5,יח',5,יח',GR25000855,קבלות סחורה מספק,Main,0,PO25000545,2030812,"טלאור בטון בע""מ"
5/21/2025,19000113,הובלה,5,יח',5,יח',GR25000859,קבלות סחורה מספק,Main,0,PO25001117,2030812,"טלאור בטון בע""מ"
5/21/2025,19000113,הובלה,7,יח',7,יח',GR25000855,קבלות סחורה מספק,Main,0,PO25000504,2030812,"טלאור בטון בע""מ"
5/21/2025,19000428,קופסא 2 חורים 22 מ''מ,2,יח',2,יח',GR25000865,קבלות סחורה מספק,Main,0,PO25001084,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
5/21/2025,19000503,ראש בורר 0-1 עם מנעול + בסיס LAY4-EG2.2,4,יח',4,יח',GR25000866,קבלות סחורה מספק,Main,0,PO25001100,2030304,"תפוז חשמל אלקטרוניקה ובקרה בע""מ"
5/21/2025,19000608,תרסיס זפת,30,יח',30,יח',GR25000861,קבלות סחורה מספק,Main,0,PO25000860,2030526,חגי ירון
5/21/2025,19000608,תרסיס זפת,30,יח',30,יח',GR25000863,קבלות סחורה מספק,Main,0,PO25000836,2030526,חגי ירון
5/21/2025,19001040,תעלת פח 40X40 +מכסה,40,יח,40,יח,GR25000847,קבלות סחורה מספק,Main,0,PO25001125,2030420,"נ.חן חשמל בע""מ"
5/21/2025,20000225,"מברשת צבע ""4 (3000)",20,יח',20,יח',GR25000858,קבלות סחורה מספק,Main,0,PO25001102,2030503,"רז צ.צ טכני 2003 בע""מ"
5/21/2025,20000225,"מברשת צבע ""4 (3000)",20,יח',20,יח',GR25000858,קבלות סחורה מספק,Main,0,PO25001102,2030503,"רז צ.צ טכני 2003 בע""מ"
5/21/2025,20000243,"מברשת צבע ""3",20,יח',20,יח',GR25000858,קבלות סחורה מספק,Main,0,PO25001102,2030503,"רז צ.צ טכני 2003 בע""מ"
5/21/2025,20000488,"מברשת צבע ""2",4,יח',4,יח',GR25000860,קבלות סחורה מספק,Main,0,PO25001103,2030503,"רז צ.צ טכני 2003 בע""מ"
5/21/2025,20000488,"מברשת צבע ""2",20,יח',20,יח',GR25000858,קבלות סחורה מספק,Main,0,PO25001102,2030503,"רז צ.צ טכני 2003 בע""מ"
